,scores,average_scores
0,1.0,1.0
1,2.0,1.5
2,-1.0,0.6666666666666666
3,-1.0,0.25
4,-2.0,-0.2
5,0.0,-0.16666666666666666
6,1.0,0.0
7,-3.0,-0.375
8,0.0,-0.3333333333333333
9,1.0,-0.2
10,-1.0,-0.2727272727272727
11,-2.0,-0.4166666666666667
12,0.0,-0.38461538461538464
13,-2.0,-0.5
14,1.0,-0.4
15,0.0,-0.375
16,-1.0,-0.4117647058823529
17,1.0,-0.3333333333333333
18,0.0,-0.3157894736842105
19,0.0,-0.3
20,0.0,-0.2857142857142857
21,0.0,-0.2727272727272727
22,0.0,-0.2608695652173913
23,1.0,-0.20833333333333334
24,0.0,-0.2
25,2.0,-0.11538461538461539
26,3.0,0.0
27,1.0,0.03571428571428571
28,0.0,0.034482758620689655
29,1.0,0.06666666666666667
30,1.0,0.0967741935483871
31,1.0,0.125
32,1.0,0.15151515151515152
33,-1.0,0.11764705882352941
34,-2.0,0.05714285714285714
35,1.0,0.08333333333333333
36,1.0,0.10810810810810811
37,0.0,0.10526315789473684
38,2.0,0.15384615384615385
39,1.0,0.175
40,0.0,0.17073170731707318
41,0.0,0.16666666666666666
42,3.0,0.23255813953488372
43,1.0,0.25
44,0.0,0.24444444444444444
45,-1.0,0.21739130434782608
46,-1.0,0.19148936170212766
47,-1.0,0.16666666666666666
48,1.0,0.1836734693877551
49,0.0,0.18
50,1.0,0.19607843137254902
51,2.0,0.23076923076923078
52,3.0,0.2830188679245283
53,2.0,0.3148148148148148
54,0.0,0.3090909090909091
55,1.0,0.32142857142857145
56,3.0,0.3684210526315789
57,-1.0,0.3448275862068966
58,3.0,0.3898305084745763
59,0.0,0.38333333333333336
60,1.0,0.39344262295081966
61,0.0,0.3870967741935484
62,-1.0,0.36507936507936506
63,2.0,0.390625
64,-2.0,0.35384615384615387
65,2.0,0.3787878787878788
66,1.0,0.3880597014925373
67,0.0,0.38235294117647056
68,1.0,0.391304347826087
69,1.0,0.4
70,0.0,0.39436619718309857
71,2.0,0.4166666666666667
72,3.0,0.4520547945205479
73,-1.0,0.43243243243243246
74,0.0,0.4266666666666667
75,-1.0,0.40789473684210525
76,3.0,0.44155844155844154
77,4.0,0.48717948717948717
78,2.0,0.5063291139240507
79,-2.0,0.475
80,3.0,0.5061728395061729
